text	label
No they should not. The person who has issue with their gender is unfit to serve anything. Army uniform and rifles are privilage and arent just handed over to you to go and serve. Its takes serious mental and physical determination....whats the use of people who cant differentiate if they are man or woman despite their genitals and biological bodily function saying it otherwise of what they feel clearly. Gays and Lesbos are fine because they are still man woman... but trans?? Seriously... what if they get offended by Army jokes and mental disintergration (some are quite frankly horrendous)....what are they going to do.. sue MOD over being offended over army jokes?? Hang themselves because mental disinterrogation session and roasting and hazing sessions are extremely offensive???	1
the US govt spends more on viagra than trans soldiers medical bills	0
Gerard - that is an opinion you hold; not a fact. It has been that way for many years, and I believe that for many years society has been morally wrong. Marriage can exist between two people of the same gender, no problem at all. That's because love is something up here, not down there.	0
Uh huh....jesus wore a dress..hung around 12 dudes all day..had long hair..allowed guys to bathe his feet..cook for him...and was betrayed by a kiss from one of the dudes....your point is ?	0
But not Gay or Lesbian	1
How can people blatantly ignore the comments pointing out that it's satire 😂	0
I think they are done aswell	0
Yummy..... Yummmy...	0
I assume you are being ironic to prove a point....	0
Because the US is so much better.....not. Visit London and see how great it is! It isn't a third world ghetto. They have amazing transit, beautiful museums, and lovely parks! Leave theUS and see how great the world is. It will piss you off on how much the US lacks in everything.	0
Not released or supported/endorsed by the Romanian Orthodox Church, ofc. None of the featured men are actual priests, ofc. Not intended to be used for religious purposes, ofc. Click bait ALL the titles!	0
"Of course anybody that disapproves of cross dressing and genital mutilation is thought of as ""childish"" must be countered by ""progressives"" who have a weird definition of adulthood. It is the LGBT crowd that wants to revolt against maturity. Always wanting to stay young and dance the night away."	1
It's 2017 wasn't his argument, Eliot Loyd. He used the phrase to support his argument. The current year is relevant because it reminds the reader what knowledge is available to humanity at this point.	0
Beautiful	0
"I mean about ""god loves everyone"""	0
Pretty sure this is a quote from The Office guys.	0
There's always the DON'T watch or read option! USE it!	0
God gay? We all sin but be mindful of your utterance about God...	0
Yeah Paul, you freakin a-hole	1
And they get their children involved in this nonsense!	1
John 13:34-35New International Version (NIV) 34 “A new command I give you: Love one another. As I have loved you, so you must love one another. 35 By this everyone will know that you are my disciples, if you love one another.”	0
Why are all you people watching this if you only have vile comments to make, is there something you want to tell us, if not turn off don't watch then you won't get upset. Have a great time everyone much love and respect coming your way	0
I hope the young people realize the sacrifices made by the older generations so this was made possible. 👍🏻👍🏻👍🏻	0
did you read what you just posted? Just the second sentence. There's an edit button for your comment. Just sayin'.	0
Nw the end is near by. Lets pray and pray.mwana wamwari wakataura mukaona zvose zvoitika	1
Fahad Munir	0
what Donald Trump has done is not logical!! As long as someone passes all the necessary the training and is willing to serves our country then why should that be a problem.	0
I support you all	0
It is his right to disagree with this. Why on earth can one not disagree. Why must you be forced to accept something that is against your morals.	0
If this God bloke hated gay people then why would he supposedly make them that way?	0
